state,date,positive,probable_cases,total_case,total_test_results,death,positive_increase,death_increase,data_quality_grade
pennsylvania,2020-06-12,77999,2199,80198,566384,6162,66,49,A+
pennsylvania,2020-06-11,77933,2814,80747,554372,6113,467,51,A+
pennsylvania,2020-06-10,77466,2782,80248,544430,6062,410,48,A+
pennsylvania,2020-06-09,77056,2758,79814,536304,6014,493,61,A+
pennsylvania,2020-06-08,76563,2736,79299,527950,5953,351,10,A+
pennsylvania,2020-06-07,76212,2733,78945,520385,5943,506,12,A+
pennsylvania,2020-06-06,75706,2727,78433,510828,5931,701,45,A+
pennsylvania,2020-06-05,75005,2713,77718,499206,5886,445,69,A+
pennsylvania,2020-06-04,74560,2679,77239,491502,5817,538,76,A+
pennsylvania,2020-06-03,74022,2661,76683,475391,5741,512,74,A+
pennsylvania,2020-06-02,73510,2646,76156,472871,5667,612,100,A+
pennsylvania,2020-06-01,72898,2620,75518,462329,5567,352,12,A+
pennsylvania,2020-05-31,72546,2630,75176,455657,5555,515,18,A
pennsylvania,2020-05-30,72031,2607,74638,447772,5537,692,73,A
pennsylvania,2020-05-29,71339,2574,73913,438309,5464,1297,91,A
pennsylvania,2020-05-28,70042,1938,71980,427846,5373,625,108,A
pennsylvania,2020-05-27,69417,1902,71319,419407,5265,780,113,A
pennsylvania,2020-05-26,68637,1858,70495,408472,5152,451,13,A
pennsylvania,2020-05-25,68186,1839,70025,403114,5139,473,15,A
pennsylvania,2020-05-24,67713,1807,69520,396095,5124,730,28,A
pennsylvania,2020-05-23,66983,1774,68757,388452,5096,725,112,A
pennsylvania,2020-05-22,66258,1707,67965,379001,4984,866,115,A
pennsylvania,2020-05-21,65392,NA,NA,368906,4869,1726,245,B
pennsylvania,2020-05-20,63666,NA,NA,349700,4624,0,0,B
pennsylvania,2020-05-19,63666,NA,NA,349700,4624,610,119,B
pennsylvania,2020-05-18,63056,NA,NA,340609,4505,822,87,C
pennsylvania,2020-05-17,62234,NA,NA,332904,4418,623,15,C
pennsylvania,2020-05-16,61611,NA,NA,327836,4403,989,61,C
pennsylvania,2020-05-15,60622,NA,NA,319832,4342,986,124,C
pennsylvania,2020-05-14,59636,NA,NA,311195,4218,938,275,C
pennsylvania,2020-05-13,58698,NA,NA,302869,3943,707,137,C
pennsylvania,2020-05-12,57991,NA,NA,295980,3806,837,75,C
pennsylvania,2020-05-11,57154,NA,NA,288858,3731,543,24,C
pennsylvania,2020-05-10,56611,NA,NA,284383,3707,1295,19,C
pennsylvania,2020-05-09,55316,NA,NA,277107,3688,1078,72,C
pennsylvania,2020-05-08,54238,NA,NA,270559,3616,1323,200,C
pennsylvania,2020-05-07,52915,NA,NA,262788,3416,1070,310,C
pennsylvania,2020-05-06,51845,NA,NA,256340,3106,888,94,C
pennsylvania,2020-05-05,50957,NA,NA,250882,3012,865,554,B
pennsylvania,2020-05-04,50092,NA,NA,245590,2458,825,14,B
pennsylvania,2020-05-03,49267,NA,NA,240641,2444,962,26,B
pennsylvania,2020-05-02,48305,NA,NA,235376,2418,1334,64,B
pennsylvania,2020-05-01,46971,NA,NA,227448,2354,1208,62,B
pennsylvania,2020-04-30,45763,NA,NA,221365,2292,1397,97,B
pennsylvania,2020-04-29,44366,NA,NA,214883,2195,1102,479,B
pennsylvania,2020-04-28,43264,NA,NA,209088,1716,1214,119,B
pennsylvania,2020-04-27,42050,NA,NA,203422,1597,885,47,B
pennsylvania,2020-04-26,41165,NA,NA,198593,1550,1116,13,B
pennsylvania,2020-04-25,40049,NA,NA,192935,1537,1397,45,B
pennsylvania,2020-04-24,38652,NA,NA,186143,1492,1599,71,A
pennsylvania,2020-04-23,37053,NA,NA,179114,1421,1369,-201,A
pennsylvania,2020-04-22,35684,NA,NA,171956,1622,1156,58,A
pennsylvania,2020-04-21,34528,NA,NA,166851,1564,1296,360,A
pennsylvania,2020-04-20,33232,NA,NA,162952,1204,948,92,A
pennsylvania,2020-04-19,32284,NA,NA,158854,1112,1215,276,A
pennsylvania,2020-04-18,31069,NA,NA,153965,836,1628,80,A
pennsylvania,2020-04-17,29441,NA,NA,147373,756,1706,49,A
pennsylvania,2020-04-16,27735,NA,NA,141470,707,1245,60,A
pennsylvania,2020-04-15,26490,NA,NA,137584,647,1145,63,A
pennsylvania,2020-04-14,25345,NA,NA,133631,584,1146,60,A
pennsylvania,2020-04-13,24199,NA,NA,129792,524,1366,17,A
pennsylvania,2020-04-12,22833,NA,NA,124890,507,1178,13,A
pennsylvania,2020-04-11,21655,NA,NA,120153,494,1676,78,A
pennsylvania,2020-04-10,19979,NA,NA,113019,416,1751,78,A
pennsylvania,2020-04-09,18228,NA,NA,105602,338,1989,29,A
pennsylvania,2020-04-08,16239,NA,NA,98538,309,1680,69,A
pennsylvania,2020-04-07,14559,NA,NA,91278,240,1579,78,A
pennsylvania,2020-04-06,12980,NA,NA,83854,162,1470,12,A
pennsylvania,2020-04-05,11510,NA,NA,77771,150,1493,14,A
pennsylvania,2020-04-04,10017,NA,NA,70030,136,1597,34,A
pennsylvania,2020-04-03,8420,NA,NA,62115,102,1404,12,A
pennsylvania,2020-04-02,7016,NA,NA,54714,90,1211,16,A
pennsylvania,2020-04-01,5805,NA,NA,48232,74,962,11,A
pennsylvania,2020-03-31,4843,NA,NA,42488,63,756,14,A
pennsylvania,2020-03-30,4087,NA,NA,37864,49,693,11,A
pennsylvania,2020-03-29,3394,NA,NA,33455,38,643,4,A
pennsylvania,2020-03-28,2751,NA,NA,28005,34,533,12,A
pennsylvania,2020-03-27,2218,NA,NA,23234,22,531,6,A
pennsylvania,2020-03-26,1687,NA,NA,18128,16,560,5,A
pennsylvania,2020-03-25,1127,NA,NA,12320,11,276,4,A
pennsylvania,2020-03-24,851,NA,NA,9494,7,207,1,A
pennsylvania,2020-03-23,644,NA,NA,7239,6,165,4,A
wisconsin,2020-11-21,372219,21050,393269,4122179,3143,7029,52,A+
wisconsin,2020-11-20,365190,20245,385435,4082743,3091,7077,81,A+
wisconsin,2020-11-19,358113,19641,377754,4032192,3010,7448,85,A+
wisconsin,2020-11-18,350665,18828,369493,3986414,2925,8510,58,A+
wisconsin,2020-11-17,342155,18307,360462,3946276,2867,7593,103,A+
wisconsin,2020-11-16,334562,17804,352366,3893526,2764,4638,13,A+
wisconsin,2020-11-15,329924,17555,347479,3865176,2751,6320,12,A+
wisconsin,2020-11-14,323604,17293,340897,3822407,2739,5581,56,A+
wisconsin,2020-11-13,318023,16858,334881,3768197,2683,8451,62,A+
wisconsin,2020-11-12,309572,16184,325756,3728583,2621,8223,67,A+
wisconsin,2020-11-11,301349,15458,316807,3679124,2554,7537,72,A+
wisconsin,2020-11-10,293812,14969,308781,3644867,2482,7432,72,A+
wisconsin,2020-11-09,286380,14610,300990,3597294,2410,4470,18,A+
wisconsin,2020-11-08,281910,14500,296410,3564737,2392,4407,11,A+
wisconsin,2020-11-07,277503,14373,291876,3540075,2381,7521,48,A+
wisconsin,2020-11-06,269982,13917,283899,3497021,2333,6411,64,A+
wisconsin,2020-11-05,263571,13647,277218,3440030,2269,6284,40,A+
wisconsin,2020-11-04,257287,13285,270572,3408453,2229,6255,58,A+
wisconsin,2020-11-03,251032,12965,263997,3377088,2171,6104,58,A+
wisconsin,2020-11-02,244928,12632,257560,3327915,2113,3505,3,A+
wisconsin,2020-11-01,241423,12560,253983,3310356,2110,3553,18,A+
wisconsin,2020-10-31,237870,12500,250370,3289120,2092,5808,63,A+
wisconsin,2020-10-30,232062,11970,244032,3235669,2029,5357,26,A+
wisconsin,2020-10-29,226705,11709,238414,3198101,2003,5146,60,A+
wisconsin,2020-10-28,221559,11433,232992,3160380,1943,4130,48,A+
wisconsin,2020-10-27,217429,11118,228547,3138375,1895,5501,71,A+
wisconsin,2020-10-26,211928,10879,222807,3103682,1824,3011,11,A+
wisconsin,2020-10-25,208917,10751,219668,3075804,1813,3778,10,A+
wisconsin,2020-10-24,205139,10599,215738,3046677,1803,4673,29,A+
wisconsin,2020-10-23,200466,9988,210454,3005516,1774,4643,49,A+
wisconsin,2020-10-22,195823,9723,205546,2965073,1725,3632,23,A+
wisconsin,2020-10-21,192191,9504,201695,2924206,1702,4363,50,A+
wisconsin,2020-10-20,187828,9346,197174,2910573,1652,4686,35,A+
wisconsin,2020-10-19,183142,9251,192393,2895243,1617,7915,29,A+
wisconsin,2020-10-18,175227,9041,184268,2875130,1588,0,0,A+
wisconsin,2020-10-17,175227,9041,184268,2848236,1588,0,0,A+
wisconsin,2020-10-16,175227,9041,184268,2815801,1588,4105,23,A+
wisconsin,2020-10-15,171122,8797,179919,2780644,1565,4040,18,A+
wisconsin,2020-10-14,167082,8504,175586,2746785,1547,3323,29,A+
wisconsin,2020-10-13,163759,8288,172047,2719579,1518,3428,34,A+
wisconsin,2020-10-12,160331,8139,168470,2689612,1484,2016,9,A+
wisconsin,2020-10-11,158315,8079,166394,2664673,1475,2713,7,A+
wisconsin,2020-10-10,155602,8042,163644,2636412,1468,2971,17,A+
wisconsin,2020-10-09,152631,7813,160444,2603653,1451,3164,16,A+
wisconsin,2020-10-08,149467,7637,157104,2568842,1435,3274,9,A+
wisconsin,2020-10-07,146193,7495,153688,2538419,1426,2463,16,A+
wisconsin,2020-10-06,143730,7351,151081,2511073,1410,2075,18,A+
wisconsin,2020-10-05,141655,7296,148951,2487949,1392,1727,4,A+
wisconsin,2020-10-04,139928,7265,147193,2466174,1388,1926,5,A+
wisconsin,2020-10-03,138002,7204,145206,2440309,1383,3054,20,A+
wisconsin,2020-10-02,134948,7042,141990,2411834,1363,2825,5,A+
wisconsin,2020-10-01,132123,6962,139085,2379952,1358,3000,21,A+
wisconsin,2020-09-30,129123,6849,135972,2346977,1337,2459,27,A+
wisconsin,2020-09-29,126664,6709,133373,2323864,1310,2447,17,A+
wisconsin,2020-09-28,124217,6629,130846,2302936,1293,1739,2,A+
wisconsin,2020-09-27,122478,6616,129094,2279551,1291,2247,0,A+
wisconsin,2020-09-26,120231,6586,126817,2251324,1291,2902,7,A+
wisconsin,2020-09-25,117329,6501,123830,2220895,1284,2629,9,A+
wisconsin,2020-09-24,114700,6376,121076,2192451,1275,2478,7,A+
wisconsin,2020-09-23,112222,6290,118512,2161328,1268,1895,9,A+
wisconsin,2020-09-22,110327,6157,116484,2139687,1259,1739,7,A+
wisconsin,2020-09-21,108588,6090,114678,2121214,1252,1296,2,A+
wisconsin,2020-09-20,107292,6065,113357,2104220,1250,1735,1,A+
wisconsin,2020-09-19,105557,5995,111552,2084412,1249,2403,3,A+
wisconsin,2020-09-18,103154,5875,109029,2057042,1246,2580,7,A+
wisconsin,2020-09-17,100574,5828,106402,2029596,1239,2134,2,A+
wisconsin,2020-09-16,98440,5728,104168,2001116,1237,1502,8,A+
wisconsin,2020-09-15,96938,5634,102572,1982324,1229,1441,11,A+
wisconsin,2020-09-14,95497,5541,101038,1966795,1218,818,0,A+
wisconsin,2020-09-13,94679,5494,100173,1954360,1218,1624,1,A+
wisconsin,2020-09-12,93055,5452,98507,1935503,1217,1430,12,A+
wisconsin,2020-09-11,91625,5375,97000,1917996,1205,1443,4,A+
wisconsin,2020-09-10,90182,5301,95483,1898237,1201,1592,10,A+
wisconsin,2020-09-09,88590,5256,93846,1874616,1191,913,15,A+
wisconsin,2020-09-08,87677,5200,92877,1864876,1176,749,0,A+
wisconsin,2020-09-07,86928,5168,92096,1853736,1176,575,0,A+
wisconsin,2020-09-06,86353,5160,91513,1841797,1176,890,0,A+
wisconsin,2020-09-05,85463,5163,90626,1827201,1176,999,15,A+
wisconsin,2020-09-04,84464,5110,89574,1807631,1161,1542,7,A+
wisconsin,2020-09-03,82922,5066,87988,1786144,1154,740,4,A+
wisconsin,2020-09-02,82182,5053,87235,1770546,1150,578,11,A+
wisconsin,2020-09-01,81604,5020,86624,1753134,1139,1036,9,A+
wisconsin,2020-08-31,80568,4965,85533,1739813,1130,268,0,A+
wisconsin,2020-08-30,80300,4963,85263,1728511,1130,570,3,A+
wisconsin,2020-08-29,79730,4930,84660,1715293,1127,862,6,A+
wisconsin,2020-08-28,78868,4887,83755,1699431,1121,864,2,A+
wisconsin,2020-08-27,78004,4866,82870,1675074,1119,912,11,A+
wisconsin,2020-08-26,77092,4832,81924,1657496,1108,786,6,A+
wisconsin,2020-08-25,76306,4814,81120,1639656,1102,687,13,A+
wisconsin,2020-08-24,75619,4765,80384,1629764,1089,414,0,A+
wisconsin,2020-08-23,75205,4743,79948,1616301,1089,479,0,A+
wisconsin,2020-08-22,74726,4717,79443,1605324,1089,975,14,A+
wisconsin,2020-08-21,73751,4692,78443,1589087,1075,848,1,A+
wisconsin,2020-08-20,72903,4670,77573,1571354,1074,769,7,A+
wisconsin,2020-08-19,72134,4641,76775,1550617,1067,710,8,A+
wisconsin,2020-08-18,71424,4594,76018,1533771,1059,709,13,A+
wisconsin,2020-08-17,70715,4519,75234,1523891,1046,469,0,A+
wisconsin,2020-08-16,70246,4505,74751,1513039,1046,699,1,A+
wisconsin,2020-08-15,69547,4491,74038,1499647,1045,866,13,A+
wisconsin,2020-08-14,68681,4454,73135,1480116,1032,1059,7,A+
wisconsin,2020-08-13,67622,4416,72038,1459937,1025,968,7,A+
wisconsin,2020-08-12,66654,4391,71045,1440290,1018,531,5,A+
wisconsin,2020-08-11,66123,4338,70461,1424070,1013,767,8,A+
wisconsin,2020-08-10,65356,4295,69651,1413538,1005,521,0,A+
wisconsin,2020-08-09,64835,4281,69116,1401171,1005,622,2,A+
wisconsin,2020-08-08,64213,4280,68493,1387228,1003,1185,6,A+
wisconsin,2020-08-07,63028,4260,67288,1369431,997,1043,12,A+
wisconsin,2020-08-06,61985,4206,66191,1348281,985,875,8,A+
wisconsin,2020-08-05,61110,4170,65280,1326425,977,939,9,A+
wisconsin,2020-08-04,60171,4115,64286,1307072,968,770,12,A+
wisconsin,2020-08-03,59401,4073,63474,1294013,956,411,1,A+
wisconsin,2020-08-02,58990,4066,63056,1281022,955,932,1,A+
wisconsin,2020-08-01,58058,4056,62114,1265723,954,1124,13,A+
wisconsin,2020-07-31,56934,3994,60928,1247008,941,855,15,A+
wisconsin,2020-07-30,56079,3971,60050,1226990,926,1091,8,A+
wisconsin,2020-07-29,54988,3939,58927,1202789,918,924,5,A+
wisconsin,2020-07-28,54064,3885,57949,1181765,913,783,13,A+
wisconsin,2020-07-27,53281,3864,57145,1169575,900,601,1,A+
wisconsin,2020-07-26,52680,3853,56533,1154619,899,965,1,A+
wisconsin,2020-07-25,51715,3845,55560,1138167,898,988,13,A+
wisconsin,2020-07-24,50727,3810,54537,1118188,885,1058,0,A+
wisconsin,2020-07-23,49669,3770,53439,1094528,885,1086,13,A+
wisconsin,2020-07-22,48583,3736,52319,1074345,872,747,6,A+
wisconsin,2020-07-21,47836,3701,51537,1052376,866,1161,13,A+
wisconsin,2020-07-20,46675,3657,50332,1034736,853,727,2,A+
wisconsin,2020-07-19,45948,3633,49581,1018322,851,849,1,A+
wisconsin,2020-07-18,45099,3614,48713,998378,850,1031,10,A+
wisconsin,2020-07-17,44068,3561,47629,976125,840,929,2,A+
wisconsin,2020-07-16,43139,3512,46651,953377,838,942,4,A+
wisconsin,2020-07-15,42197,3470,45667,933612,834,848,1,A+
wisconsin,2020-07-14,41349,3443,44792,913302,833,967,6,A+
wisconsin,2020-07-13,40382,3440,43822,897045,827,505,0,A+
wisconsin,2020-07-12,39877,3429,43306,882641,827,797,-1,A+
wisconsin,2020-07-11,39080,3401,42481,865483,828,981,7,A+
wisconsin,2020-07-10,38099,3346,41445,847824,821,889,5,A+
wisconsin,2020-07-09,37210,3302,40512,828148,816,800,2,A+
wisconsin,2020-07-08,36410,3256,39666,810157,814,645,2,A+
wisconsin,2020-07-07,35765,3209,38974,793502,812,535,9,A+
wisconsin,2020-07-06,35230,3169,38399,784115,803,490,0,A+
wisconsin,2020-07-05,34740,3163,37903,775047,803,533,0,A+
wisconsin,2020-07-04,34207,3152,37359,762789,803,776,0,A+
wisconsin,2020-07-03,33431,3114,36545,744970,803,622,3,A+
wisconsin,2020-07-02,32809,3071,35880,727814,800,584,7,A+
wisconsin,2020-07-01,32225,3026,35251,711741,793,563,9,A+
wisconsin,2020-06-30,31662,3003,34665,697998,784,629,0,A+
wisconsin,2020-06-29,31033,2975,34008,687226,784,326,7,A+
wisconsin,2020-06-28,30707,2964,33671,674035,777,480,0,A+
wisconsin,2020-06-27,30227,2941,33168,661113,777,559,11,A+
wisconsin,2020-06-26,29668,2921,32589,646391,766,563,0,A+
wisconsin,2020-06-25,29105,2878,31983,633173,766,464,9,A+
wisconsin,2020-06-24,28641,2878,31519,616024,757,466,7,A+
wisconsin,2020-06-23,28175,2844,31019,603428,750,297,5,A+
wisconsin,2020-06-22,27878,2810,30688,594804,745,263,1,A+
wisconsin,2020-06-21,27615,2796,30411,585943,744,289,0,A+
wisconsin,2020-06-20,27326,2787,30113,575029,744,413,14,A+
wisconsin,2020-06-19,26913,2759,29672,561349,730,323,11,A+
wisconsin,2020-06-18,26590,2714,29304,547362,719,461,7,A+
wisconsin,2020-06-17,26129,2675,28804,533187,712,285,9,A+
wisconsin,2020-06-16,25844,2646,28490,521515,703,298,9,A+
wisconsin,2020-06-15,25546,2614,28160,513940,694,206,2,A+
wisconsin,2020-06-14,25340,2582,27922,505127,692,251,1,A+
wisconsin,2020-06-13,25089,2571,27660,495117,691,294,2,A+
wisconsin,2020-06-12,24795,2549,27344,481690,689,354,7,A+
wisconsin,2020-06-11,24441,2515,26956,468731,682,371,11,A+
wisconsin,2020-06-10,24070,2477,26547,454358,671,336,10,A+
wisconsin,2020-06-09,23734,2426,26160,442511,661,300,15,A+
wisconsin,2020-06-08,23434,2396,25830,434433,646,222,-1,A+
wisconsin,2020-06-07,23212,2377,25589,426055,647,275,2,A+
wisconsin,2020-06-06,22937,2366,25303,415936,645,338,12,A+
wisconsin,2020-06-05,22599,2350,24949,403728,633,406,7,A+
wisconsin,2020-06-04,22193,2301,24494,390200,626,532,10,A+
wisconsin,2020-06-03,21661,2261,23922,376851,616,506,9,A+
wisconsin,2020-06-02,21155,2238,23393,365608,607,419,12,A+
wisconsin,2020-06-01,20736,2193,22929,353637,595,172,3,A+
wisconsin,2020-05-31,20564,2161,22725,342196,592,182,4,A+
wisconsin,2020-05-30,20382,2152,22534,330781,588,539,20,A+
wisconsin,2020-05-29,19843,2136,21979,318485,568,766,18,A+
wisconsin,2020-05-28,19077,2103,21180,306408,550,564,11,A+
wisconsin,2020-05-27,18513,2051,20564,293814,539,646,22,A+
wisconsin,2020-05-26,17867,2004,19871,280179,517,296,3,A+
wisconsin,2020-05-25,17571,1987,19558,270195,514,318,4,A+
wisconsin,2020-05-24,17253,1976,19229,258534,510,410,3,A+
wisconsin,2020-05-23,16843,1966,18809,247037,507,503,11,A+
wisconsin,2020-05-22,16340,1944,18284,236020,496,548,9,A+
wisconsin,2020-05-21,15792,1907,17699,224508,487,523,6,A+
wisconsin,2020-05-20,15269,1856,17125,210815,481,577,14,A+
wisconsin,2020-05-19,14692,1807,16499,198904,467,250,8,A+
wisconsin,2020-05-18,14442,1755,16197,190832,459,185,6,A+
wisconsin,2020-05-17,14257,1714,15971,184461,453,379,0,A+
wisconsin,2020-05-16,13878,1691,15569,176642,453,534,8,A+
wisconsin,2020-05-15,13344,1659,15003,166706,445,475,11,A+
wisconsin,2020-05-14,12869,1594,14463,157960,434,420,13,A+
wisconsin,2020-05-13,12449,1547,13996,149648,421,318,3,A+
wisconsin,2020-05-12,12131,1520,13651,142841,418,211,9,A+
wisconsin,2020-05-11,11920,1502,13422,137837,409,226,9,A+
wisconsin,2020-05-10,11694,1475,13169,133144,400,292,2,A+
wisconsin,2020-05-09,11402,1463,12865,127535,398,372,14,A+
wisconsin,2020-05-08,11030,1440,12470,121754,384,409,10,A+
wisconsin,2020-05-07,10621,1406,12027,116121,374,359,12,A+
wisconsin,2020-05-06,10262,1361,11623,109754,362,366,9,A+
wisconsin,2020-05-05,9896,1330,11226,104493,353,358,13,A
wisconsin,2020-05-04,9538,1302,10840,100579,340,311,1,A
wisconsin,2020-05-03,9227,1263,10490,97080,339,307,5,A+
wisconsin,2020-05-02,8920,1260,10180,92814,334,370,7,A+
wisconsin,2020-05-01,8550,1236,9786,88707,327,498,11,A+
wisconsin,2020-04-30,8052,1198,9250,84901,316,392,8,A+
wisconsin,2020-04-29,7660,1140,8800,80656,308,269,8,A
wisconsin,2020-04-28,7391,1102,8493,76980,300,230,19,A
wisconsin,2020-04-27,7161,1080,8241,73875,281,198,9,A
wisconsin,2020-04-26,6963,1052,8015,71627,272,248,6,A
wisconsin,2020-04-25,6715,1028,7743,68761,266,351,4,A
wisconsin,2020-04-24,6364,1008,7372,65802,262,353,5,A
wisconsin,2020-04-23,6011,959,6970,63003,257,245,11,A
wisconsin,2020-04-22,5766,921,6687,60111,246,257,4,A
wisconsin,2020-04-21,5509,889,6398,57413,242,156,12,A
wisconsin,2020-04-20,5353,854,6207,55407,230,177,10,A
wisconsin,2020-04-19,5176,830,6006,54081,220,163,9,A
wisconsin,2020-04-18,5013,814,5827,52091,211,174,6,A
wisconsin,2020-04-17,4839,794,5633,49983,205,203,8,A
wisconsin,2020-04-16,4636,761,5397,48018,197,183,15,A
wisconsin,2020-04-15,4453,732,5185,46244,182,207,12,A
wisconsin,2020-04-14,4246,691,4937,44493,170,166,16,A
wisconsin,2020-04-13,4080,652,4732,43120,154,116,10,A
wisconsin,2020-04-12,3964,623,4587,42017,144,142,7,A
wisconsin,2020-04-11,3822,609,4431,40490,137,157,9,A
wisconsin,2020-04-10,3665,597,4262,38703,128,222,17,A
wisconsin,2020-04-09,3443,558,4001,36705,111,164,12,A
wisconsin,2020-04-08,3279,523,3802,34835,99,215,7,A
wisconsin,2020-04-07,3064,486,3550,33057,92,198,15,A
wisconsin,2020-04-06,2866,426,3292,31637,77,223,9,A
wisconsin,2020-04-05,2643,376,3019,30034,68,167,12,A
wisconsin,2020-04-04,2476,364,2840,28196,56,213,19,A
wisconsin,2020-04-03,2263,351,2614,26043,37,223,6,A
wisconsin,2020-04-02,2040,310,2350,24139,31,219,7,A
wisconsin,2020-04-01,1821,271,2092,22446,24,236,8,A
wisconsin,2020-03-31,1585,234,1819,20389,16,163,2,A
wisconsin,2020-03-30,1422,201,1623,18995,14,146,1,A
wisconsin,2020-03-29,1276,164,1440,17721,13,142,0,A
wisconsin,2020-03-28,1134,145,1279,16392,13,165,0,A
wisconsin,2020-03-27,969,127,1096,14689,13,163,5,A
wisconsin,2020-03-26,806,99,905,12877,8,139,1,A
wisconsin,2020-03-25,667,82,749,11252,7,142,2,A
wisconsin,2020-03-24,525,68,593,9606,5,59,0,A
wisconsin,2020-03-23,466,50,516,8347,5,41,1,A
north_carolina,2020-11-21,332261,17646,349907,4878076,5005,3415,26,A+
north_carolina,2020-11-20,328846,17074,345920,4819029,4979,3688,43,A+
north_carolina,2020-11-19,325158,16610,341768,4786263,4936,4296,38,A+
north_carolina,2020-11-18,320862,16078,336940,4731171,4898,3367,46,A+
north_carolina,2020-11-17,317495,15497,332992,4697561,4852,3288,38,A+
north_carolina,2020-11-16,314207,15146,329353,4659829,4814,1972,8,A+
north_carolina,2020-11-15,312235,15051,327286,4632609,4806,3117,50,A+
north_carolina,2020-11-14,309118,14790,323908,4591525,4756,3885,36,A+
north_carolina,2020-11-13,305233,14431,319664,4536767,4720,1779,14,A+
north_carolina,2020-11-12,303454,14250,317704,4500774,4706,2893,8,A+
north_carolina,2020-11-11,300561,14037,314598,4460288,4698,3119,38,A+
north_carolina,2020-11-10,297442,13547,310989,4429912,4660,2582,45,A+
north_carolina,2020-11-09,294860,13181,308041,4399616,4615,1521,8,A+
north_carolina,2020-11-08,293339,13126,306465,4365061,4607,2094,2,A+
